project_id,project_track_number,project_name,project_code,project_description,project_start_date,project_end_date,fk_funder_id,project_cost,fk_funding_status_id,project_is_default,project_created_by,project_last_modified_by,project_created_date,project_last_modified_date,fk_approval_id,fk_status_id
505,PRCT-50293,"IGP-127 Economic empowerment for caregivers; ECLOF
",IGP127,"IGP-127 Economic empowerment for caregivers; ECLOF
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:18:41,354,295
506,PRCT-52078,"IFP-164 Maralal cluster Beneficiary shelter construction
",IFP164,"Maralal cluster Beneficiary shelter construction
",2019-01-01,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:19:18,354,295
507,PRCT-47827,NFE-154 Technical and Vocational training for Youth,NFE154," Technical and Vocational training for Youth	
",2018-10-31,"0000-00-00",1,"0.00",1,"0",2762,2762,2023-03-09,2023-03-09 09:19:21,354,295
508,PRCT-5906,"EDU-161 College Fees for John Ng’ang’a (KE035300532)	
",EDU161,"College Fees for John Ng’ang’a (KE035300532)	
",2020-10-01,"0000-00-00",1,"0.00",1,"0",40,40,2023-03-09,2023-03-09 09:19:34,354,295
509,PRCT-30927,"WTP-142 KE0554 Borehole Rehabilitation Intervention
",WTP142,"WTP-142 KE0554 Borehole Rehabilitation Intervention
",2017-09-04,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:19:35,354,295
510,PRCT-42105,"IGP-128 DBSP; Economic empowerment for caregivers
",IGP128,"IGP-128 DBSP; Economic empowerment for caregivers
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:19:39,354,295
511,PRCT-85922,"IFP-165 Improve ICPs environment Through Classroom Renovation
",IFP165,"Improve ICPs environment Through Classroom Renovation
",2019-01-01,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:19:56,354,295
512,PRCT-63330,"WTP-143 Rain Water Harvesting and Storage Facilities Intervention
",WTP143,"WTP-143 Rain Water Harvesting and Storage Facilities Intervention
",2017-11-06,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:20:19,354,295
513,PRCT-51299,"EDU-105 CDSP school fees top up
",EDU105,EDU-105 CDSP school fees top up,2013-06-01,"0000-00-00",1,"0.00",1,"0",39,39,2023-03-09,2023-03-09 09:20:29,354,295
515,PRCT-89334,"IGP-129 DBSP; Economic empowerment for youth
",IGP129,"IGP-129 DBSP; Economic empowerment for youth
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:20:48,354,295
516,PRCT-41439,"MIV-108 CKE FY 19 Malaria Prevention Proposal
",MIV108,MIV-108 CKE FY 19 Malaria Prevention Proposal,2019-01-02,"0000-00-00",1,"0.00",1,"0",95,95,2023-03-09,2023-03-09 09:21:01,354,295
517,PRCT-71907,"WTP-145 Promote Hygiene and Sanitation Through Latrine Provision
",WTP145,"WTP-145 Promote Hygiene and Sanitation Through Latrine Provision
",2017-11-14,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:21:22,354,295
518,PRCT-65723,"NFE-155 NATIONAL TALENT QUEST FESTIVAL 2018	
",NFE155,"NATIONAL TALENT QUEST FESTIVAL 2018	
",2018-11-01,"0000-00-00",1,"0.00",1,"0",2762,2762,2023-03-09,2023-03-09 09:21:29,354,295
519,PRCT-14667,"IGP-130 Economic Empowerment For Youth
",IGP130,"IGP-130 Economic Empowerment For Youth
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:21:37,354,295
520,PRCT-35588,"IFP-166 Support to Resettle Solai Dam disaster victims


",IFP166,"Support to Resettle Solai Dam disaster victims
",2019-01-01,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:21:42,354,295
521,PRCT-19427,"IFP-129 Shelter construction for Mwingi cluster	
",IFP129," Shelter construction for Mwingi cluster	
",2014-05-01,"0000-00-00",1,"0.00",1,"0",3051,3051,2023-03-09,2023-03-09 09:22:10,354,295
522,PRCT-87641,"EDU-106 CDSP school fees top up; Tharaka/Meru cluster
",EDU106,"EDU-106 CDSP school fees top up; Tharaka/Meru cluster
",2014-01-01,"0000-00-00",1,"0.00",1,"0",39,39,2023-03-09,2023-03-09 09:22:16,354,295
523,PRCT-34580,"IFP-167 KE916 Multi-purpose infrastructural facility
",IFP167,"KE916 Multi-purpose infrastructural facility
",2019-01-01,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:22:27,354,295
524,PRCT-70860,"IGP-131 Promote income generation through skills training
",IGP131,"IGP-131 Promote income generation through skills training
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:22:34,354,295
525,PRCT-48655,"MIV-109 Malaria Prevention Intervention _ FY 22
",MIV109,MIV-109 Malaria Prevention Intervention ,2022-01-02,"0000-00-00",1,"0.00",1,"0",95,95,2023-03-09,2023-03-09 09:22:57,354,295
526,PRCT-70275,"NFE-156 KE801 & KE816 resource centre for Cognitive development	
",NFE156,"KE801 & KE816 resource centre for Cognitive development	
",2019-01-01,"0000-00-00",1,"0.00",1,"0",2762,2762,2023-03-09,2023-03-09 09:23:02,354,295
527,PRCT-43865,"IGP-132 Caregiver Economic Empowerment Through Dairy Goats Rearing

",IGP132,"IGP-132 Caregiver Economic Empowerment Through Dairy Goats Rearing
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:23:27,354,295
528,PRCT-40413,"EDU-107 Secondary School Scholarship for Top 50 CDSP Students.
",EDU107,EDU-107 Secondary School Scholarship for Top 50 CDSP Students.,2013-12-01,"0000-00-00",1,"0.00",1,"0",39,39,2023-03-09,2023-03-09 09:23:31,354,295
529,PRCT-61780,"WTP-146 Improve ICPs environment by Sanitation Facilities Provision
",WTP146,"WTP-146 Improve ICPs environment by Sanitation Facilities Provision
",2017-11-14,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:23:36,354,295
530,PRCT-65125," IFP-130 KE 507 & KE 922 classroom construction
",IFP130,"KE 507 & KE 922 classroom construction	
",2014-03-01,"0000-00-00",1,"0.00",1,"0",3051,3051,2023-03-09,2023-03-09 09:24:09,354,295
531,PRCT-58409,"WTP-147 Water Harvesting Through Sand Dams
",WTP147,"WTP-147 Water Harvesting Through Sand Dams
",2018-02-01,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:24:27,354,295
532,PRCT-83385,"IFP-168 House Completion for Naomi (KE09000742)
",IFP168,House Completion for Naomi (KE09000742),2019-01-01,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:24:33,354,295
533,PRCT-71642,"EDU-162 Proposal for Tertiary Education for Kitui/Mutomo Cluster	
",EDU162," Proposal for Tertiary Education for Kitui/Mutomo Cluster	
",2021-01-06,"0000-00-00",1,"0.00",1,"0",40,40,2023-03-09,2023-03-09 09:24:55,354,295
534,PRCT-71387,"NFE-126 KE 605 Resource Center
",NFE126,NFE-126 KE 605 Resource Center,2011-01-11,"0000-00-00",1,"0.00",1,"0",95,95,2023-03-09,2023-03-09 09:25:08,354,295
535,PRCT-40637,"IFP-169 Ewuaso Classrooms Tiling &Teachers’ Quarters Construction
",IFP169,"Ewuaso Classrooms Tiling &Teachers’ Quarters Construction
",2019-02-01,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:25:34,354,295
536,PRCT-11084,"WTP-148 Provide Water Through Rain Harvesting and Storage
",WTP148,"WTP-148 Provide Water Through Rain Harvesting and Storage
",2018-01-24,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:25:37,354,295
537,PRCT-2373,"IGP-133 Impacting Households with Skills for Food Security
",IGP133,"IGP-133 Impacting Households with Skills for Food Security
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:26:25,354,295
538,PRCT-13397,"WTP-149 Water Harvesting and Storage for KE0736
",WTP149,"WTP-149 Water Harvesting and Storage for KE0736
",2017-12-01,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:26:33,354,295
539,PRCT-71027,"IFP-170 Improved lighting for beneficiary households
",IFP170,"Improved lighting for beneficiary households
",2019-05-01,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:26:34,354,295
540,PRCT-39224,"NFE-157 Equipping youth for Tertiary education	
",NFE157," Equipping youth for Tertiary education	",2019-02-01,"0000-00-00",1,"0.00",1,"0",2762,2762,2023-03-09,2023-03-09 09:26:49,354,295
541,PRCT-41228,"IFP-131 KE756 Infrastructure Proposal.	
",IFP131,"KE756 Infrastructure Proposal
",2014-10-01,"0000-00-00",1,"0.00",1,"0",3051,3051,2023-03-09,2023-03-09 09:26:50,354,295
542,PRCT-80827,"EDU-108 School fees for KE7270076, KE7270059 & KE7270048
",EDU108,"EDU-108 School fees for KE7270076, KE7270059 & KE7270048
",2014-08-01,"0000-00-00",1,"0.00",1,"0",39,39,2023-03-09,2023-03-09 09:26:58,354,295
543,PRCT-42814,"NFE-127 Provision of Resource Material for KE445
",NFE127,NFE-127 Provision of Resource Material for KE445,2012-01-02,"0000-00-00",1,"0.00",1,"0",95,95,2023-03-09,2023-03-09 09:26:59,354,295
544,PRCT-44208,"IFP-175 KE0385 Multi-purpose Infrastructure Facility
",IFP175,"KE0385 Multi-purpose Infrastructure Facility
",2020-01-01,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:27:11,354,295
545,PRCT-42737,"WTP-150 Water Harvesting and Storage For Three ICPs
",WTP150,"WTP-150 Water Harvesting and Storage For Three ICPs
",2018-05-01,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:27:21,354,295
546,PRCT-56336,"IGP-134 Caregiver Economic Empowerment Through Pig Farming
",IGP134,"IGP-134 Caregiver Economic Empowerment Through Pig Farming
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:27:39,354,295
547,PRCT-76351,"IFP-132 KE 710 Construction of a Multipurpose hall, a Kitchen & Din	
",IFP132," KE 710 Construction of a Multipurpose hall, a Kitchen & Din	
",2013-10-01,"0000-00-00",1,"0.00",1,"0",3051,3051,2023-03-09,2023-03-09 09:27:46,354,295
548,PRCT-43621,"WTP-151 Sanitation Enhancement through Latrine Provision
",WTP151,"WTP-151 Sanitation Enhancement through Latrine Provision
",2018-07-01,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:27:55,354,295
549,PRCT-50289,"IFP-171 Support KE0348 Rebuild Infrastructure for Program Delivery
",IFP171," Support KE0348 Rebuild Infrastructure for Program Delivery
",2019-08-01,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:28:03,354,295
550,PRCT-46411,"IFP-182 Construction of Classrooms for Enhanced Learning
",IFP182,"Construction of Classrooms for Enhanced Learning
",2020-01-09,"0000-00-00",1,"0.00",1,"0",44,44,2023-03-09,2023-03-09 09:28:17,354,295
551,PRCT-49243,"IGP-135 Sustaining Food Production in Baringo Cluster
",IGP135,"IGP-135 Sustaining Food Production in Baringo Cluster
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:28:33,354,295
552,PRCT-52010,"EDU-163 Leadership Development Initiative Cohort 2 (year 4)	
",EDU163," Leadership Development Initiative Cohort 2 (year 4)	
",2021-03-01,2023-09-15,1,"0.00",1,"0",40,40,2023-03-09,2023-03-09 09:28:43,354,295
553,PRCT-60753,"WTP-152 KE0342 Sanitation Enhancement through Toilet Provision
",WTP152,"WTP-152 KE0342 Sanitation Enhancement through Toilet Provision
",2018-08-01,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:28:44,354,295
554,PRCT-40708,"IFP-172 KE733 Kitchen and Dining Hall Intervention
",IFP172," KE733 Kitchen and Dining Hall Intervention
",2019-11-15,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:29:03,354,295
555,PRCT-67248,"NFE-128 KE 371 Resource center
",NFE128,NFE-128 KE 371 Resource center,2012-01-10,"0000-00-00",1,"0.00",1,"0",95,95,2023-03-09,2023-03-09 09:29:05,354,295
556,PRCT-35343,"IFP-133 Housing Improvements Proposal (Lake Basin and Busia/Teso Clu	
",IFP133," Housing Improvements Proposal (Lake Basin and Busia/Teso Clu	
",2015-03-01,"0000-00-00",1,"0.00",1,"0",3051,3051,2023-03-09,2023-03-09 09:29:14,354,295
557,PRCT-58392,"EDU-109 School fees proposal for CDSP
",EDU109,"EDU-109 School fees proposal for CDSP
",2015-04-01,"0000-00-00",1,"0.00",1,"0",39,39,2023-03-09,2023-03-09 09:29:15,354,295
558,PRCT-44729,"WTP-153 KE0826 Rain water Harvesting and Storage Intervention
",WTP153,"WTP-153 KE0826 Rain water Harvesting and Storage Intervention
",2018-09-01,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:29:19,354,295
559,PRCT-42013,"IFP-183 KE0383 Survival Stimulation Room	24/08/2020
",IFP183,"IFP-183 KE0383 Survival Stimulation Room	
",2020-08-24,"0000-00-00",1,"0.00",1,"0",44,44,2023-03-09,2023-03-09 09:29:28,354,295
560,PRCT-62312,"IGP-136 Enhancing food security in Maralal Cluster
",IGP136,"IGP-136 Enhancing food security in Maralal Cluster
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:29:40,354,295
561,PRCT-61105,"NFE-158 Provide Digital Library Resource Platform (DLRP) at KE451	
",NFE158,"Provide Digital Library Resource Platform (DLRP) at KE451	
",2019-06-01,"0000-00-00",1,"0.00",1,"0",2762,2762,2023-03-09,2023-03-09 09:29:42,354,295
562,PRCT-89813,"WTP-154 KE0326 Rain Water Harvesting and Storage System (RWHSS)
",WTP154,"WTP-154 KE0326 Rain Water Harvesting and Storage System (RWHSS)
",2018-10-01,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:29:49,354,295
563,PRCT-43117,"IFP-173 Shelter Construction for two Beneficiaries
",IFP173,"Shelter Construction for two Beneficiaries
",2019-12-16,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:29:52,354,295
564,PRCT-18585,"IGP-137 Improve livestock productivity and marketing for more income
",IGP137,"IGP-137 Improve livestock productivity and marketing for more income
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:30:32,354,295
565,PRCT-3829,"IFP-134 Sarah Nandala ( KE-355-0071) Household Improvement Proposal.	
",IFP134," Sarah Nandala ( KE-355-0071) Household Improvement Proposal.	
",2015-02-01,"0000-00-00",1,"0.00",1,"0",3051,3051,2023-03-09,2023-03-09 09:30:36,354,295
566,PRCT-62740,"IFP-184 KE343-Soyosoyo Satellite Church Infrastructure Facilities	02/11/2020
",IFP184KE,"KE343-Soyosoyo Satellite Church Infrastructure Facilities
",2020-11-02,"0000-00-00",1,"0.00",1,"0",44,44,2023-03-09,2023-03-09 09:30:37,354,295
567,PRCT-63727,"WTP-155 KE0823 Rain water Harvesting and Storage Intervention
",WTP155,"WTP-155 KE0823 Rain water Harvesting and Storage Intervention
",2018-12-01,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:30:42,354,295
568,PRCT-79426,"IFP-174 Enhance KE286 environment by classroom provision
",IFP174,"Enhance KE286 environment by classroom provision
",2019-12-06,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:30:43,354,295
569,PRCT-64135,"NFE-129 KE 415 Resource Center
",NFE129,NFE-129 KE 415 Resource Center,2012-01-12,"0000-00-00",1,"0.00",1,"0",95,95,2023-03-09,2023-03-09 09:30:55,354,295
570,PRCT-5133,"EDU-164 College fees for 114 Beneficiaries in Samburu-Isiolo Cluster	
",EDU164,"College fees for 114 Beneficiaries in Samburu-Isiolo Cluster
",2021-08-01,"0000-00-00",1,"0.00",1,"0",40,40,2023-03-09,2023-03-09 09:31:00,354,295
571,PRCT-2729,"IGP-138 Youth Entrepreneurship Training
",IGP138,"IGP-138 Youth Entrepreneurship Training
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:31:17,354,295
572,PRCT-21101,"WTP-156 Household Hygiene and Sanitation Improvement Through CLTS
",WTP156,"WTP-156 Household Hygiene and Sanitation Improvement Through CLTS
",2019-01-10,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:31:25,354,295
573,PRCT-10868,"IFP-135 House construction KE-3590028	
",IFP135," House construction KE-3590028	
",2015-08-01,"0000-00-00",1,"0.00",1,"0",3051,3051,2023-03-09,2023-03-09 09:31:28,354,295
575,PRCT-33784,"NFE-159 Playground for KE 287

",NFE159,"Playground for KE 287
",2019-12-02,"0000-00-00",1,"0.00",1,"0",2762,2762,2023-03-09,2023-03-09 09:31:57,354,295
576,PRCT-87875,"IGP-139 Enhance FCP and caregiver incomes through business ventures
",IGP139,"IGP-139 Enhance FCP and caregiver incomes through business ventures
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:32:09,354,295
577,PRCT-76216,"IFP-136 SHELTER IMPROVEMENT PROPOSAL	
",IFP136," SHELTER IMPROVEMENT PROPOSAL	",2015-06-01,"0000-00-00",1,"0.00",1,"0",3051,3051,2023-03-09,2023-03-09 09:32:23,354,295
578,PRCT-51763,"EDU-110 School fees proposal Ndeiya cluster
",EDU110,"EDU-110 School fees proposal Ndeiya cluster
",2015-05-01,"0000-00-00",1,"0.00",1,"0",39,39,2023-03-09,2023-03-09 09:32:34,354,295
580,PRCT-56390,"IGP-140 Savings Groups Ministry
",IGP140,"IGP-140 Savings Groups Ministry
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:32:53,354,295
581,PRCT-3190,"IFP-185 Enhance KE220 Environment by Providing Classroom Facility
",IFP185,"Enhance KE220 Environment by Providing Classroom Facility
",2020-12-01,"0000-00-00",1,"0.00",1,"0",44,44,2023-03-09,2023-03-09 09:32:57,354,295
582,PRCT-60771,"EDU-167 High School Fees Top Up For Nairobi region	
",EDU167," High School Fees Top Up For Nairobi region	
",2021-11-01,"0000-00-00",1,"0.00",1,"0",40,40,2023-03-09,2023-03-09 09:33:02,354,295
583,PRCT-27688,"IFP-176 KE0464 Cafeteria and Kitchen Facilities


",IFP176," KE0464 Cafeteria and Kitchen Facilities


",2020-02-01,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:33:10,354,295
584,PRCT-1976,"WTP-157 KE226, KE229 and KE777 Water Harvesting/Storage Intervention
",WTP157,"WTP-157 KE226, KE229 and KE777 Water Harvesting/Storage Intervention
",2019-02-01,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:33:11,354,295
585,PRCT-18101,"NFE-130 KE 590 Resource centre
",NFE130,NFE-130 KE 590 Resource centre,2013-01-01,"0000-00-00",1,"0.00",1,"0",95,95,2023-03-09,2023-03-09 09:33:35,354,295
586,PRCT-24546,"EDU-111 Secondary School Scholarship for Top 50 CDSP Students 2015.
",EDU111,"EDU-111 Secondary School Scholarship for Top 50 CDSP Students 2015.
",2015-05-01,2024-11-30,1,"0.00",1,"0",39,39,2023-03-09,2023-03-09 09:33:36,354,295
587,PRCT-77750,"IGP-141 Increased food security and incomes by irrigation in Narok
",IGP141,"IGP-141 Increased food security and incomes by irrigation in Narok
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:33:43,354,295
588,PRCT-51367,"NFE-160 Equipping Brass Band for KE0770 and KE0596
",NFE160," Equipping Brass Band for KE0770 and KE0596
",2020-03-01,"0000-00-00",1,"0.00",1,"0",2762,2762,2023-03-09,2023-03-09 09:33:46,354,295
589,PRCT-89756,"WTP-158 CKE-ICPs Hygiene and Sanitation Enhancement Intervention
",WTP158,"WTP-158 CKE-ICPs Hygiene and Sanitation Enhancement Intervention
",2019-04-01,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:33:48,354,295
590,PRCT-4105,"IFP-137 Solar lighting for households	
",IFP137," Solar lighting for households	
",2014-06-01,"0000-00-00",1,"0.00",1,"0",3051,3051,2023-03-09,2023-03-09 09:34:01,354,295
591,PRCT-66819,"IFP-186 Enhance KE347 environment by classroom provision	01/09/2021
",IFP186,"Enhance KE347 environment by classroom provision
",2021-09-01,"0000-00-00",1,"0.00",1,"0",44,44,2023-03-09,2023-03-09 09:34:17,354,295
592,PRCT-76572,"WTP-159 Rain water harvesting and storage for KE0281
",WTP159,"WTP-159 Rain water harvesting and storage for KE0281
",2019-07-01,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:34:20,354,295
593,PRCT-85356,"IGP-142 Increased food security and incomes by irrigation in Kitui
",IGP142,"IGP-142 Increased food security and incomes by irrigation in Kitui
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:34:29,354,295
594,PRCT-32466,"HH-001 Providing Food Relief to Households Affected by Drought	
",HH001,"Providing Food Relief to Households Affected by Drought	
",2017-05-01,"0000-00-00",1,"0.00",1,"0",40,40,2023-03-09,2023-03-09 09:34:39,354,295
595,PRCT-82840,"IFP-177 KE0811 Shelter Construction Proposal For 20 Beneficiaries
",IFP177," KE0811 Shelter Construction Proposal For 20 Beneficiaries
",2020-06-01,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:34:45,354,295
596,PRCT-7990,"EDU-112 University Education Scholarship for CDSP
",EDU112,"EDU-112 University Education Scholarship for CDSP
",2015-09-01,"0000-00-00",1,"0.00",1,"0",39,39,2023-03-09,2023-03-09 09:34:55,354,295
597,PRCT-67969,"IFP-138 Shelter construction for Mumoni cluster	
",IFP138," Shelter construction for Mumoni cluster	
",2015-04-01,"0000-00-00",1,"0.00",1,"0",3051,3051,2023-03-09,2023-03-09 09:34:57,354,295
598,PRCT-21351,"WTP-160 Enhance FCP Sanitation Through Latrine Construction
",WTP160EN,"WTP-160 Enhance FCP Sanitation Through Latrine Construction
",2019-07-01,2023-06-30,1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:35:04,354,295
599,PRCT-6801,"NFE-131 Vocational training for CDSP
",NFE131,NFE-131 Vocational training for CDSP,2014-01-05,"0000-00-00",1,"0.00",1,"0",95,95,2023-03-09,2023-03-09 09:35:09,354,295
600,PRCT-22820,"IGP-144 Business expansion for Gabriel Muigai (KE090600380)’s Family
",IGP144,"IGP-144 Business expansion for Gabriel Muigai (KE090600380)’s Family
",2023-03-09,"0000-00-00",1,"0.00",1,"0",3032,3032,2023-03-09,2023-03-09 09:35:10,354,295
602,PRCT-73505,"EDU-113 CDSP scholarship for KE 760
",EDU113,"EDU-113 CDSP scholarship for KE 760
",2015-08-01,"0000-00-00",1,"0.00",1,"0",39,39,2023-03-09,2023-03-09 09:35:44,354,295
603,PRCT-50496,"IFP-178 Enhance FCP Environment by Classroom Facelift & Construction
",IFP178,"Enhance FCP Environment by Classroom Facelift & Construction
",2020-07-01,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:35:55,354,295
605,PRCT-27683,"IFP-140 Infrastructure for KE 723 & KE 301	
",IFP140," Infrastructure for KE 723 & KE 301	
",2015-12-01,"0000-00-00",1,"0.00",1,"0",3051,3051,2023-03-09,2023-03-09 09:36:06,354,295
606,PRCT-10166,"NFE-161 Music Studio Proposal For KE0623	
",NFE161,"Music Studio Proposal For KE0623	
",2020-03-16,"0000-00-00",1,"0.00",1,"0",2762,2762,2023-03-09,2023-03-09 09:36:06,354,295
608,PRCT-77476,"NFE-132 KE 371 Resource center equipping Phase II
",NFE132,"NFE-132 KE 371 Resource center equipping Phase II
",2014-01-07,"0000-00-00",1,"0.00",1,"0",95,95,2023-03-09,2023-03-09 09:36:46,354,295
610,PRCT-60701,"IFP-141 KE434 Facilities Improvement Proposal	
",IFP141," KE434 Facilities Improvement Proposal	
",2016-08-01,"0000-00-00",1,"0.00",1,"0",3051,3051,2023-03-09,2023-03-09 09:36:57,354,295
611,PRCT-30251,"EDU-114 School fees proposal for Nakuru cluster
",EDU114,"EDU-114 School fees proposal for Nakuru cluster
",2015-12-01,"0000-00-00",1,"0.00",1,"0",39,39,2023-03-09,2023-03-09 09:37:00,354,295
612,PRCT-39661,"WTP-161 KE420,KE412,KE825 Rain Harvesting and Storage Intervention
",WTP161,"WTP-161 KE420,KE412,KE825 Rain Harvesting and Storage Intervention
",2019-08-01,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:37:07,354,295
614,PRCT-66714,"WTP-162 Sanitation promotion by providing a modern Toilet at KE0531
",WTP162,"WTP-162 Sanitation promotion by providing a modern Toilet at KE0531
",2019-10-01,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:37:52,354,295
615,PRCT-84779,"IFP-142 KE715 Classrooms Completion	
",IFP142," KE715 Classrooms Completion	",2016-12-01,"0000-00-00",1,"0.00",1,"0",3051,3051,2023-03-09,2023-03-09 09:37:53,354,295
616,PRCT-9743,"EDU-115 School fees proposal for Nairobi East cluster
",EDU115,"EDU-115 School fees proposal for Nairobi East cluster
",2019-01-01,"0000-00-00",1,"0.00",1,"0",39,39,2023-03-09,2023-03-09 09:38:02,354,295
617,PRCT-2259,"IFP-179 Dining Hall and Kitchen Proposal For KE433, KE555, and KE291
",IFP179,"Dining Hall and Kitchen Proposal For KE433, KE555, and KE291
",2020-07-01,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:38:03,354,295
618,PRCT-64377,"NFE-133 CKE Books Fair 2014
",NFE133,"NFE-133 CKE Books Fair 2014
",2014-01-05,"0000-00-00",1,"0.00",1,"0",95,95,2023-03-09,2023-03-09 09:38:18,354,295
619,PRCT-56200,"IFP-143 KE807 Kitchen Construction & Hall Renovation Proposal	
",IFP143," KE807 Kitchen Construction & Hall Renovation Proposal	
",2016-10-01,"0000-00-00",1,"0.00",1,"0",3051,3051,2023-03-09,2023-03-09 09:38:40,354,295
620,PRCT-5794,"EDU-116 School fees proposal Ndeiya cluster
",EDU116,"EDU-116 School fees proposal Ndeiya cluster
",2016-01-01,"0000-00-00",1,"0.00",1,"0",39,39,2023-03-09,2023-03-09 09:38:45,354,295
621,PRCT-68777,"IFP-190 Provision of Solar Power to FCPs in Marsabit Cluster	
",IFP190,"Provision of Solar Power to FCPs in Marsabit Cluster	
",2022-05-30,"0000-00-00",1,"0.00",1,"0",44,44,2023-03-09,2023-03-09 09:39:01,354,295
622,PRCT-43400,"HH-008 Relief Food for 9 clusters
",relief," Relief Food for 9 clusters	
",2011-02-17,,1,"0.00",1,"0",40,40,2023-03-09,2023-03-09 09:39:06,354,295
623,PRCT-46305,"IFP-180 KE0349 PROJECT SOCIAL/DINING HALL FACILITY
",IFP180,"IFP-180 KE0349 PROJECT SOCIAL/DINING HALL FACILITY
",2020-08-01,"0000-00-00",1,"0.00",1,"0",3052,3052,2023-03-09,2023-03-09 09:39:14,354,295
624,PRCT-15102,"WTP-163 KE667 WATER HARVESTING AND STORAGE SYSTEM
",WTP163,"WTP-163 KE667 WATER HARVESTING AND STORAGE SYSTEM
",2019-12-01,"0000-00-00",1,"0.00",1,"0",82,82,2023-03-09,2023-03-09 09:39:31,354,295
